Borough,Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
Queens,9,Asian,2016-17,885035,56149,781797,93.2,5356,845,17.2
Queens,9,Black,2016-17,728514,95648,582544,87.0,4487,1564,32.7
Queens,9,ELL,2016-17,506990,60626,389525,86.7,3141,1148,38.7
Queens,9,Female,2016-17,1635018,153134,1481094,90.8,10569,2584,25.5
Queens,9,Hispanic,2016-17,1388601,173457,1207853,88.4,8978,2891,32.4
Queens,9,Male,2016-17,1897254,230110,1664146,88.8,12276,3645,28.9
Queens,9,Not ELL,2016-17,3025282,293974,2360513,89.1,16965,4617,28.6
Queens,9,Not Poverty,2016-17,919085,96099,796785,88.8,5714,1443,28.0
Queens,9,Not SWD,2016-17,2865238,256310,2471959,91.2,17666,4214,23.3
Queens,9,Other,2016-17,121625,7858,79896,92.1,563,131,20.0
Queens,9,Poverty,2016-17,2613187,279011,2303810,89.8,16787,4369,27.4
Queens,9,SWD,2016-17,667034,108752,516799,84.4,4000,1700,39.6
Queens,9,White,2016-17,408497,36184,354856,89.4,2465,494,24.3
Queens,9,All Students,2017-18,3541243,384633,3098087,89.6,22409,6228,28.2
Queens,9,Asian,2017-18,913263,63027,831956,92.5,5696,961,19.7
Queens,9,Black,2017-18,682459,90083,560474,87.0,4280,1563,33.5
Queens,9,ELL,2017-18,511475,70898,381151,85.9,3089,1236,38.2
Queens,9,Female,2017-18,1636101,154789,1478905,90.3,10480,2575,26.5
Queens,9,Hispanic,2017-18,1395304,178065,1171943,88.2,8696,2861,32.4
Queens,9,Male,2017-18,1905126,234035,1663232,88.8,12248,3709,28.8
Queens,9,Not ELL,2017-18,3029768,293622,2458595,89.3,17509,4438,27.8
Queens,9,Not Poverty,2017-18,856692,80456,759026,90.1,5427,1216,24.4
Queens,9,Not SWD,2017-18,2859448,258917,2479453,91.1,17595,4187,23.7
Queens,9,Other,2017-18,144314,11007,107171,91.6,744,165,21.8
Queens,9,Poverty,2017-18,2684551,300755,2323044,89.5,16855,4854,27.8
Queens,9,SWD,2017-18,681795,114708,539316,84.6,4177,1807,40.5
Queens,9,White,2017-18,405903,33466,344918,90.4,2393,491,23.3
Queens,10,All Students,2016-17,3277746,319416,2957345,90.0,21037,5514,28.1
Queens,10,Asian,2016-17,889072,55639,803350,92.4,5453,885,21.6
Queens,10,Black,2016-17,662576,73806,547608,88.8,4037,1306,31.4
Queens,10,ELL,2016-17,474827,51736,381392,87.8,2982,882,34.9
Queens,10,Female,2016-17,1540093,140343,1399398,90.1,9852,2449,27.9
Queens,10,Hispanic,2016-17,1241088,142953,1093500,88.2,7985,2505,33.1
Queens,10,Male,2016-17,1737653,178926,1556794,89.7,11177,3061,28.5
Queens,10,Not ELL,2016-17,2802919,226837,2115752,89.9,14908,3552,27.6
Queens,10,Not Poverty,2016-17,951169,96845,852883,88.9,6100,1586,29.0
Queens,10,Not SWD,2016-17,2763768,224140,2355298,91.0,16490,3796,24.9
Queens,10,Other,2016-17,97500,5819,60902,91.5,429,101,23.9
Queens,10,Poverty,2016-17,2326577,221238,2091740,90.2,14848,3901,28.0
Queens,10,SWD,2016-17,513978,75064,416466,85.5,3144,1307,39.9
Queens,10,White,2016-17,387510,27594,316707,91.4,2183,445,24.4
Queens,10,All Students,2017-18,3260183,331569,2927656,89.5,20822,5761,30.1
Queens,10,Asian,2017-18,859716,58611,778139,91.8,5316,948,22.8
Queens,10,Black,2017-18,652166,73822,534567,88.5,3943,1379,33.4
Queens,10,ELL,2017-18,479684,60000,390855,85.8,3051,1000,40.4
Queens,10,Female,2017-18,1537095,142801,1393081,89.7,9785,2521,29.3
Queens,10,Hispanic,2017-18,1257883,149272,1084737,87.5,7900,2575,34.9
Queens,10,Male,2017-18,1723088,188170,1528938,89.1,10997,3222,30.5
Queens,10,Not ELL,2017-18,2780499,249200,2268510,89.1,15938,4104,31.6
Queens,10,Not Poverty,2017-18,833283,75437,756052,89.9,5329,1234,26.9
Queens,10,Not SWD,2017-18,2732153,238152,2344399,90.4,16494,4089,26.6
Queens,10,Other,2017-18,108605,6074,69866,91.7,478,106,22.3
Queens,10,Poverty,2017-18,2426900,254209,2155388,89.3,15376,4478,30.8
Queens,10,SWD,2017-18,528030,75748,426019,85.1,3174,1322,42.3
Queens,10,White,2017-18,381813,30407,328436,90.3,2260,492,25.9
Queens,11,All Students,2016-17,2981228,236275,2568006,90.9,17616,4164,26.9
Queens,11,Asian,2016-17,894333,53886,811414,93.0,5388,865,20.3
Queens,11,Black,2016-17,595983,53889,498647,90.5,3533,1016,28.1
Queens,11,ELL,2016-17,337781,37673,275572,87.8,2043,701,33.4
Queens,11,Female,2016-17,1447455,106799,1209734,91.0,8267,1940,27.9
Queens,11,Hispanic,2016-17,1024755,97232,885416,89.4,6193,1739,31.7
Queens,11,Male,2016-17,1533773,134664,1394484,90.7,9616,2166,26.1
Queens,11,Not ELL,2016-17,2643447,156215,1798376,91.5,12225,2380,24.5
Queens,11,Not Poverty,2016-17,867340,78351,771882,89.6,5347,1248,27.4
Queens,11,Not SWD,2016-17,2581933,170535,2018178,91.6,13762,2925,25.1
Queens,11,Other,2016-17,85320,4744,55165,91.8,373,80,22.9
Queens,11,Poverty,2016-17,2113888,170701,1915616,91.2,13116,2902,27.1
Queens,11,SWD,2016-17,399295,48104,330780,87.5,2357,873,36.7
Queens,11,White,2016-17,380837,26167,315178,91.4,2127,426,26.5
Queens,11,All Students,2017-18,2941234,267415,2661653,90.5,18409,4740,28.2
Queens,11,Asian,2017-18,848062,57268,772731,91.9,5184,895,22.4
Queens,11,Black,2017-18,576332,59071,473112,89.6,3382,1055,30.3
Queens,11,ELL,2017-18,366422,39804,268312,87.7,2007,712,36.6
Queens,11,Female,2017-18,1417177,124190,1292631,90.3,8885,2209,29.3
Queens,11,Hispanic,2017-18,1058367,109327,938729,88.8,6615,2023,34.9
Queens,11,Male,2017-18,1524057,142525,1351708,90.3,9411,2487,28.5
Queens,11,Not ELL,2017-18,2574812,169844,1708234,90.3,11752,2776,27.0
Queens,11,Not Poverty,2017-18,761091,63210,692649,91.1,4759,1063,24.7
Queens,11,Not SWD,2017-18,2527653,203333,2174535,90.9,14974,3571,27.2
Queens,11,Other,2017-18,89130,4686,52912,91.6,358,84,23.1
Queens,11,Poverty,2017-18,2180143,199057,1931771,90.3,13382,3396,29.6
Queens,11,SWD,2017-18,413581,52905,336456,86.5,2430,971,39.5
Queens,11,White,2017-18,369343,25938,303031,91.6,2039,422,24.8
Queens,12,All Students,2016-17,2777795,319053,2372783,87.4,16826,5859,38.0
Queens,12,Asian,2016-17,826612,75353,731145,89.7,5001,1311,31.2
Queens,12,Black,2016-17,569388,76571,453172,86.6,3312,1350,40.6
Queens,12,ELL,2016-17,214909,30075,144936,82.0,1096,548,50.8
Queens,12,Female,2016-17,1340163,156306,1183419,87.5,8374,2993,39.2
Queens,12,Hispanic,2016-17,968478,116836,802946,86.0,5798,2224,43.0
Queens,12,Male,2016-17,1437632,171941,1262842,87.2,8988,2936,36.8
Queens,12,Not ELL,2016-17,2562886,200404,1599639,88.9,11216,2814,31.9
Queens,12,Not Poverty,2016-17,860658,115592,743886,84.6,5365,1818,39.0
Queens,12,Not SWD,2016-17,2371723,250613,1942918,87.3,13752,4582,38.4
Queens,12,Other,2016-17,59165,3642,32006,89.2,222,73,37.0
Queens,12,Poverty,2016-17,1917137,203336,1622905,88.2,11437,4015,37.7
Queens,12,SWD,2016-17,406072,56050,305808,83.6,2250,1055,48.8
Queens,12,White,2016-17,354152,33061,277530,88.9,1947,614,34.0
Queens,12,All Students,2017-18,2995673,337342,2570005,87.4,18063,6366,40.1
Queens,12,Asian,2017-18,902534,83617,788867,89.1,5403,1485,34.5
Queens,12,Black,2017-18,610565,81389,505200,87.0,3645,1522,41.5
Queens,12,ELL,2017-18,225419,38911,171398,81.0,1329,684,53.4
Queens,12,Female,2017-18,1447607,167261,1279456,87.4,8990,3194,41.4
Queens,12,Hispanic,2017-18,1008338,124159,873906,86.9,6255,2392,42.4
Queens,12,Male,2017-18,1548066,174256,1317475,87.4,9273,3150,38.0
Queens,12,Not ELL,2017-18,2770254,224300,1793543,88.3,12532,4034,35.4
Queens,12,Not Poverty,2017-18,739782,79433,645465,87.1,4489,1399,38.4
Queens,12,Not SWD,2017-18,2556934,255457,2012319,87.4,14117,4819,40.7
Queens,12,Other,2017-18,85484,6396,51954,89.0,357,121,35.3
Queens,12,Poverty,2017-18,2255891,261055,1950894,87.5,13762,4741,40.6
Queens,12,SWD,2017-18,438739,61552,348411,84.0,2511,1157,48.2
Queens,12,White,2017-18,388752,36789,313293,88.5,2168,711,38.7
Queens,10,All Students,2018-19,3333032,345180,2987852,89.6,20760,5661,27.3
Queens,10,Not SWD,2018-19,2764218,255549,2508669,90.8,17259,4237,24.5
Queens,10,SWD,2018-19,568814,89631,479183,84.2,3501,1424,40.7
Queens,10,Asian,2018-19,893476,66381,827095,92.6,5529,1026,18.6
Queens,10,Black,2018-19,636256,79375,556881,87.5,3989,1377,34.5
Queens,10,Hispanic,2018-19,1273766,152286,1121480,88.0,7978,2506,31.4
Queens,10,Other,2018-19,134417,12280,122137,90.9,838,213,25.4
Queens,10,White,2018-19,395117,34858,360259,91.2,2426,539,22.2
Queens,10,Female,2018-19,1567051,147792,1419259,90.6,9757,2476,25.4
Queens,10,Male,2018-19,1765981,197388,1568593,88.8,11003,3185,28.9
Queens,10,Not Poverty,2018-19,921147,83633,837514,90.9,5761,1315,22.8
Queens,10,Poverty,2018-19,2411885,261547,2150338,89.2,14999,4346,29.0
Queens,10,ELL,2018-19,471171,66053,405118,86.0,3133,1206,38.5
Queens,10,Not ELL,2018-19,2861861,279127,2582734,90.2,17627,4455,25.3
Queens,10,All Students,2019-20,2185451,211893,1973558,90.3,20348,5427,26.7
Queens,10,Not SWD,2019-20,1809654,158699,1650955,91.2,16873,4101,24.3
Queens,10,SWD,2019-20,375797,53194,322603,85.8,3475,1326,38.2
Queens,10,Asian,2019-20,605287,40452,564835,93.3,5605,996,17.8
Queens,10,Black,2019-20,399171,46243,352928,88.4,3760,1247,33.2
Queens,10,Hispanic,2019-20,857556,98104,759452,88.6,7995,2527,31.6
Queens,10,Other,2019-20,83651,6990,76661,91.6,775,186,24.0
Queens,10,White,2019-20,239786,20104,219682,91.6,2213,471,21.3
Queens,10,Female,2019-20,1014885,90053,924832,91.1,9434,2389,25.3
Queens,10,Male,2019-20,1170566,121840,1048726,89.6,10914,3038,27.8
Queens,10,Not Poverty,2019-20,586619,46989,539630,92.0,5475,1167,21.3
Queens,10,Poverty,2019-20,1598832,164904,1433928,89.7,14873,4260,28.6
Queens,10,ELL,2019-20,295404,41882,253522,85.8,2852,1072,37.6
Queens,10,Not ELL,2019-20,1890047,170011,1720036,91.0,17496,4355,24.9
Queens,10,All Students,2020-21,3448117,435334,3012783,87.4,20232,6120,30.2
Queens,10,Not SWD,2020-21,2823984,318920,2505064,88.7,16580,4503,27.2
Queens,10,SWD,2020-21,624133,116414,507719,81.3,3652,1617,44.3
Queens,10,Asian,2020-21,911664,70050,841614,92.3,5312,980,18.4
Queens,10,Black,2020-21,618830,99113,519717,84.0,3650,1446,39.6
Queens,10,Hispanic,2020-21,1425632,217910,1207722,84.7,8394,3010,35.9
Queens,10,Other,2020-21,129634,14550,115084,88.8,759,201,26.5
Queens,10,White,2020-21,362357,33711,328646,90.7,2117,483,22.8
Queens,10,Female,2020-21,1600337,160975,1439362,89.9,9389,2330,24.8
Queens,10,Male,2020-21,1847780,274359,1573421,85.2,10843,3790,35.0
Queens,10,Not Poverty,2020-21,885988,90179,795809,89.8,5250,1293,24.6
Queens,10,Poverty,2020-21,2562129,345155,2216974,86.5,14982,4827,32.2
Queens,10,ELL,2020-21,494685,94501,400184,80.9,2968,1237,41.7
Queens,10,Not ELL,2020-21,2953432,340833,2612599,88.5,17264,4883,28.3
Queens,10,All Students,2021-22,3189649,420066,2769583,86.8,19490,7377,37.9
Queens,10,Not SWD,2021-22,2607741,311075,2296666,88.1,15960,5540,34.7
Queens,10,SWD,2021-22,581908,108991,472917,81.3,3530,1837,52.0
Queens,10,Asian,2021-22,872157,78541,793616,91.0,5273,1303,24.7
Queens,10,Black,2021-22,550781,86856,463925,84.2,3385,1615,47.7
Queens,10,Hispanic,2021-22,1295346,200197,1095149,84.5,7989,3518,44.0
Queens,10,Other,2021-22,124018,14417,109601,88.4,746,236,31.6
Queens,10,White,2021-22,347347,40055,307292,88.5,2097,705,33.6
Queens,10,Female,2021-22,1471263,179989,1291274,87.8,8997,3319,36.9
Queens,10,Male,2021-22,1718386,240077,1478309,86.0,10493,4058,38.7
Queens,10,Not Poverty,2021-22,866969,93208,773761,89.2,5335,1635,30.6
Queens,10,Poverty,2021-22,2322680,326858,1995822,85.9,14155,5742,40.6
Queens,10,ELL,2021-22,463887,80124,383763,82.7,3001,1361,45.4
Queens,10,Not ELL,2021-22,2725762,339942,2385820,87.5,16489,6016,36.5
Queens,10,All Students,2022-23,3202224,365855,2836369,88.6,20396,6603,32.4
Queens,10,Not SWD,2022-23,2622439,267224,2355215,89.8,16760,4885,29.1
Queens,10,SWD,2022-23,579785,98631,481154,83.0,3636,1718,47.2
Queens,10,Asian,2022-23,861295,64550,796745,92.5,5398,1119,20.7
Queens,10,Black,2022-23,544281,71146,473135,86.9,3497,1318,37.7
Queens,10,Hispanic,2022-23,1377955,185122,1192833,86.6,8872,3381,38.1
Queens,10,Other,2022-23,111948,13148,98800,88.3,703,237,33.7
Queens,10,White,2022-23,306745,31889,274856,89.6,1926,548,28.5
Queens,10,Female,2022-23,1496944,s,s,s,s,s,s
Queens,10,Male,2022-23,1704787,205164,1499623,88.0,10868,3583,33.0
Queens,10,Neither male nor female,2022-23,493,s,s,s,s,s,s
Queens,10,Not Poverty,2022-23,843780,75179,768601,91.1,5420,1425,26.3
Queens,10,Poverty,2022-23,2358444,290676,2067768,87.7,14976,5178,34.6
Queens,10,ELL,2022-23,505380,74746,430634,85.2,3485,1440,41.3
Queens,10,Not ELL,2022-23,2696844,291109,2405735,89.2,16911,5163,30.5
Queens,10,All Students,2023-24,3275102,382680,2892422,88.3,20711,6972,33.7
Queens,10,Not SWD,2023-24,2670965,282356,2388609,89.4,16979,5248,30.9
Queens,10,SWD,2023-24,604137,100324,503813,83.4,3736,1727,46.2
Queens,10,Asian,2023-24,827402,63543,763859,92.3,5179,1144,22.1
Queens,10,Black,2023-24,543733,71651,472082,86.8,3455,1319,38.2
Queens,10,Hispanic,2023-24,1443712,201881,1241831,86.0,9215,3699,40.1
Queens,10,Other,2023-24,158546,15952,142594,89.9,991,296,29.9
Queens,10,White,2023-24,301709,29653,272056,90.2,1884,522,27.7
Queens,10,Female,2023-24,1542184,s,s,s,s,s,s
Queens,10,Male,2023-24,1732416,214853,1517563,87.6,10984,3771,34.3
Queens,10,Neither male nor female,2023-24,502,s,s,s,s,s,s
Queens,10,Not Poverty,2023-24,759338,71237,688101,90.6,4907,1332,27.1
Queens,10,Poverty,2023-24,2515764,311443,2204321,87.6,15823,5650,35.7
Queens,10,ELL,2023-24,594820,92349,502471,84.5,4066,1773,43.6
Queens,10,Not ELL,2023-24,2680282,290331,2389951,89.2,16645,5199,31.2
Queens,11,All Students,2018-19,2931337,264422,2666915,91.0,18009,4541,25.2
Queens,11,Not SWD,2018-19,2511086,205583,2305503,91.8,15432,3543,23.0
Queens,11,SWD,2018-19,420251,58839,361412,86.0,2577,998,38.7
Queens,11,Asian,2018-19,821763,55850,765913,93.2,5034,876,17.4
Queens,11,Black,2018-19,572126,63491,508635,88.9,3533,1160,32.8
Queens,11,Hispanic,2018-19,1074234,108194,966040,89.9,6618,1904,28.8
Queens,11,Other,2018-19,102368,8351,94017,91.8,624,141,22.6
Queens,11,White,2018-19,360846,28536,332310,92.1,2200,460,20.9
Queens,11,Female,2018-19,1436268,121774,1314494,91.5,8814,2143,24.3
Queens,11,Male,2018-19,1495069,142648,1352421,90.5,9195,2398,26.1
Queens,11,Not Poverty,2018-19,791187,64041,727146,91.9,4868,1042,21.4
Queens,11,Poverty,2018-19,2140150,200381,1939769,90.6,13141,3499,26.6
Queens,11,ELL,2018-19,354901,44277,310624,87.5,2270,807,35.6
Queens,11,Not ELL,2018-19,2576436,220145,2356291,91.5,15739,3734,23.7
Queens,11,All Students,2019-20,1930077,163669,1766408,91.5,17804,4166,23.4
Queens,11,Not SWD,2019-20,1642109,125718,1516391,92.3,15166,3229,21.3
Queens,11,SWD,2019-20,287968,37951,250017,86.8,2638,937,35.5
Queens,11,Asian,2019-20,556329,34601,521728,93.8,5111,840,16.4
Queens,11,Black,2019-20,350279,36324,313955,89.6,3249,966,29.7
Queens,11,Hispanic,2019-20,703278,68378,634900,90.3,6496,1756,27.0
Queens,11,Other,2019-20,76602,5801,70801,92.4,705,141,20.0
Queens,11,White,2019-20,243589,18565,225024,92.4,2243,463,20.6
Queens,11,Female,2019-20,941171,75234,865937,92.0,8669,1972,22.7
Queens,11,Male,2019-20,988906,88435,900471,91.1,9135,2194,24.0
Queens,11,Not Poverty,2019-20,533796,39383,494413,92.6,4932,916,18.6
Queens,11,Poverty,2019-20,1396281,124286,1271995,91.1,12872,3250,25.2
Queens,11,ELL,2019-20,208387,28105,180282,86.5,1976,724,36.6
Queens,11,Not ELL,2019-20,1721690,135564,1586126,92.1,15828,3442,21.7
Queens,11,All Students,2020-21,3091864,315274,2776590,89.8,17963,4687,26.1
Queens,11,Not SWD,2020-21,2596995,242515,2354480,90.7,15098,3586,23.8
Queens,11,SWD,2020-21,494869,72759,422110,85.3,2865,1101,38.4
Queens,11,Asian,2020-21,903262,59339,843923,93.4,5243,828,15.8
Queens,11,Black,2020-21,552391,66399,485992,88.0,3229,1090,33.8
Queens,11,Hispanic,2020-21,1160408,152441,1007967,86.9,6734,2206,32.8
Queens,11,Other,2020-21,120209,9197,111012,92.3,695,149,21.4
Queens,11,White,2020-21,355594,27898,327696,92.2,2062,414,20.1
Queens,11,Female,2020-21,1485513,119330,1366183,92.0,8633,1834,21.2
Queens,11,Male,2020-21,1606351,195944,1410407,87.8,9330,2853,30.6
Queens,11,Not Poverty,2020-21,832334,73534,758800,91.2,4877,1089,22.3
Queens,11,Poverty,2020-21,2259530,241740,2017790,89.3,13086,3598,27.5
Queens,11,ELL,2020-21,375563,58518,317045,84.4,2208,787,35.6
Queens,11,Not ELL,2020-21,2716301,256756,2459545,90.5,15755,3900,24.8
Queens,11,All Students,2021-22,2941944,378391,2563553,87.1,17722,6850,38.7
Queens,11,Not SWD,2021-22,2473689,292945,2180744,88.2,14921,5377,36.0
Queens,11,SWD,2021-22,468255,85446,382809,81.8,2801,1473,52.6
Queens,11,Asian,2021-22,821435,77385,744050,90.6,4922,1315,26.7
Queens,11,Black,2021-22,509254,78625,430629,84.6,3091,1517,49.1
Queens,11,Hispanic,2021-22,1183322,171523,1011799,85.5,7133,3122,43.8
Queens,11,Other,2021-22,110925,14275,96650,87.1,672,251,37.4
Queens,11,White,2021-22,317008,36583,280425,88.5,1904,645,33.9
Queens,11,Female,2021-22,1416164,178847,1237317,87.4,8529,3354,39.3
Queens,11,Male,2021-22,1525780,199544,1326236,86.9,9193,3496,38.0
Queens,11,Not Poverty,2021-22,820408,89999,730409,89.0,4982,1678,33.7
Queens,11,Poverty,2021-22,2121536,288392,1833144,86.4,12740,5172,40.6
Queens,11,ELL,2021-22,368236,61191,307045,83.4,2274,1030,45.3
Queens,11,Not ELL,2021-22,2573708,317200,2256508,87.7,15448,5820,37.7
Queens,11,All Students,2022-23,2854621,302820,2551801,89.4,17848,5591,31.3
Queens,11,Not SWD,2022-23,2390038,232481,2157557,90.3,14968,4328,28.9
Queens,11,SWD,2022-23,464583,70339,394244,84.9,2880,1263,43.9
Queens,11,Asian,2022-23,827241,63647,763594,92.3,5122,1058,20.7
Queens,11,Black,2022-23,488783,62047,426736,87.3,3067,1191,38.8
Queens,11,Hispanic,2022-23,1135350,138818,996532,87.8,7162,2646,36.9
Queens,11,Other,2022-23,84031,8231,75800,90.2,523,156,29.8
Queens,11,White,2022-23,319216,30077,289139,90.6,1974,540,27.4
Queens,11,Female,2022-23,1347523,s,s,s,s,s,s
Queens,11,Male,2022-23,1506268,162404,1343864,89.2,9428,2929,31.1
Queens,11,Neither male nor female,2022-23,830,s,s,s,s,s,s
Queens,11,Not Poverty,2022-23,783610,70390,713220,91.0,4912,1283,26.1
Queens,11,Poverty,2022-23,2071011,232430,1838581,88.8,12936,4308,33.3
Queens,11,ELL,2022-23,375136,51330,323806,86.3,2491,1046,42.0
Queens,11,Not ELL,2022-23,2479485,251490,2227995,89.9,15357,4545,29.6
Queens,11,All Students,2023-24,2960948,302633,2658315,89.8,18381,5573,30.3
Queens,11,Not SWD,2023-24,2477736,228084,2249652,90.8,15425,4254,27.6
Queens,11,SWD,2023-24,483212,74549,408663,84.6,2961,1321,44.6
Queens,11,Asian,2023-24,855693,61084,794609,92.9,5277,1070,20.3
Queens,11,Black,2023-24,506987,58923,448064,88.4,3166,1117,35.3
Queens,11,Hispanic,2023-24,1212759,144885,1067874,88.1,7565,2709,35.8
Queens,11,Other,2023-24,100261,10490,89771,89.5,619,201,32.5
Queens,11,White,2023-24,285248,27251,257997,90.4,1759,479,27.2
Queens,11,Female,2023-24,1417897,s,s,s,s,s,s
Queens,11,Male,2023-24,1542387,s,s,s,s,s,s
Queens,11,Neither male nor female,2023-24,664,s,s,s,s,s,s
Queens,11,Not Poverty,2023-24,724406,60044,664362,91.7,4564,1136,24.9
Queens,11,Poverty,2023-24,2236542,242589,1993953,89.2,13834,4447,32.1
Queens,11,ELL,2023-24,408621,57925,350696,85.8,2685,1097,40.9
Queens,11,Not ELL,2023-24,2552327,244708,2307619,90.4,15696,4476,28.5
Queens,12,All Students,2018-19,3087280,384354,2702926,87.6,19007,7441,39.1
Queens,12,Not SWD,2018-19,2615145,311508,2303637,88.1,16143,6056,37.5
Queens,12,SWD,2018-19,472135,72846,399289,84.6,2864,1385,48.4
Queens,12,Asian,2018-19,875616,89037,786579,89.8,5358,1652,30.8
Queens,12,Black,2018-19,623619,91575,532044,85.3,3850,1802,46.8
Queens,12,Hispanic,2018-19,1107061,147210,959851,86.7,6838,2847,41.6
Queens,12,Other,2018-19,90778,11202,79576,87.7,558,235,42.1
Queens,12,White,2018-19,390206,45330,344876,88.4,2403,905,37.7
Queens,12,Female,2018-19,1472293,181280,1291013,87.7,9050,3573,39.5
Queens,12,Male,2018-19,1614987,203074,1411913,87.4,9957,3868,38.8
Queens,12,Not Poverty,2018-19,807257,92087,715170,88.6,4966,1726,34.8
Queens,12,Poverty,2018-19,2280023,292267,1987756,87.2,14041,5715,40.7
Queens,12,ELL,2018-19,257477,46627,210850,81.9,1606,810,50.4
Queens,12,Not ELL,2018-19,2829803,337727,2492076,88.1,17401,6631,38.1
Queens,12,All Students,2019-20,2050182,230650,1819532,88.7,18851,6110,32.4
Queens,12,Not SWD,2019-20,1724269,184451,1539818,89.3,15892,4866,30.6
Queens,12,SWD,2019-20,325913,46199,279714,85.8,2959,1244,42.0
Queens,12,Asian,2019-20,574261,51988,522273,90.9,5259,1354,25.7
Queens,12,Black,2019-20,408026,55096,352930,86.5,3765,1501,39.9
Queens,12,Hispanic,2019-20,745985,91747,654238,87.7,6874,2423,35.2
Queens,12,Other,2019-20,67477,7483,59994,88.9,620,198,31.9
Queens,12,White,2019-20,254433,24336,230097,90.4,2333,634,27.2
Queens,12,Female,2019-20,993570,108719,884851,89.1,9105,2983,32.8
Queens,12,Male,2019-20,1056612,121931,934681,88.5,9746,3127,32.1
Queens,12,Not Poverty,2019-20,522601,50578,472023,90.3,4815,1298,27.0
Queens,12,Poverty,2019-20,1527581,180072,1347509,88.2,14036,4812,34.3
Queens,12,ELL,2019-20,158322,32264,126058,79.6,1444,746,51.7
Queens,12,Not ELL,2019-20,1891860,198386,1693474,89.5,17407,5364,30.8
Queens,12,All Students,2020-21,3207596,415651,2791945,87.0,18903,6524,34.5
Queens,12,Not SWD,2020-21,2671924,318257,2353667,88.1,15773,5075,32.2
Queens,12,SWD,2020-21,535672,97394,438278,81.8,3130,1449,46.3
Queens,12,Asian,2020-21,917653,81585,836068,91.1,5374,1257,23.4
Queens,12,Black,2020-21,595172,93140,502032,84.4,3563,1500,42.1
Queens,12,Hispanic,2020-21,1166348,179827,986521,84.6,6882,2802,40.7
Queens,12,Other,2020-21,125892,14174,111718,88.7,732,221,30.2
Queens,12,White,2020-21,402531,46925,355606,88.3,2352,744,31.6
Queens,12,Female,2020-21,1535177,168804,1366373,89.0,9038,2727,30.2
Queens,12,Male,2020-21,1672419,246847,1425572,85.2,9865,3797,38.5
Queens,12,Not Poverty,2020-21,842832,96697,746135,88.5,4964,1579,31.8
Queens,12,Poverty,2020-21,2364764,318954,2045810,86.5,13939,4945,35.5
Queens,12,ELL,2020-21,327125,63407,263718,80.6,1930,895,46.4
Queens,12,Not ELL,2020-21,2880471,352244,2528227,87.8,16973,5629,33.2
Queens,12,All Students,2021-22,3085341,498969,2586372,83.8,18682,9619,51.5
Queens,12,Not SWD,2021-22,2516754,384575,2132179,84.7,15295,7618,49.8
Queens,12,SWD,2021-22,568587,114394,454193,79.9,3387,2001,59.1
Queens,12,Asian,2021-22,892912,114633,778279,87.2,5369,2240,41.7
Queens,12,Black,2021-22,568432,110272,458160,80.6,3465,2115,61.0
Queens,12,Hispanic,2021-22,1150178,201218,948960,82.5,7004,3820,54.5
Queens,12,Other,2021-22,113451,17303,96148,84.7,684,357,52.2
Queens,12,White,2021-22,360368,55543,304825,84.6,2160,1087,50.3
Queens,12,Female,2021-22,1452519,230166,1222353,84.2,8790,4669,53.1
Queens,12,Male,2021-22,1632822,268803,1364019,83.5,9892,4950,50.0
Queens,12,Not Poverty,2021-22,820846,118387,702459,85.6,4972,2307,46.4
Queens,12,Poverty,2021-22,2264495,380582,1883913,83.2,13710,7312,53.3
Queens,12,ELL,2021-22,365942,71486,294456,80.5,2228,1212,54.4
Queens,12,Not ELL,2021-22,2719399,427483,2291916,84.3,16454,8407,51.1
Queens,12,All Students,2022-23,2943778,381572,2562206,87.0,18364,7677,41.8
Queens,12,Not SWD,2022-23,2403575,290091,2113484,87.9,15053,5957,39.6
Queens,12,SWD,2022-23,540203,91481,448722,83.1,3311,1720,51.9
Queens,12,Asian,2022-23,817746,84310,733436,89.7,5063,1678,33.1
Queens,12,Black,2022-23,508587,76158,432429,85.0,3219,1575,48.9
Queens,12,Hispanic,2022-23,1191834,166634,1025200,86.0,7460,3324,44.6
Queens,12,Other,2022-23,91205,12220,78985,86.6,568,256,45.1
Queens,12,White,2022-23,334406,42250,292156,87.4,2054,844,41.1
Queens,12,Female,2022-23,1386728,s,s,s,s,s,s
Queens,12,Male,2022-23,1556720,201466,1355254,87.1,9689,3900,40.3
Queens,12,Neither male nor female,2022-23,330,s,s,s,s,s,s
Queens,12,Not Poverty,2022-23,735451,84242,651209,88.5,4610,1732,37.6
Queens,12,Poverty,2022-23,2208327,297330,1910997,86.5,13754,5945,43.2
Queens,12,ELL,2022-23,337039,55135,281904,83.6,2120,1026,48.4
Queens,12,Not ELL,2022-23,2606739,326437,2280302,87.5,16244,6651,40.9
Queens,12,All Students,2023-24,2981481,385687,2595794,87.1,18424,7577,41.1
Queens,12,Not SWD,2023-24,2417497,289271,2128226,88.0,15003,5832,38.9
Queens,12,SWD,2023-24,563984,96416,467568,82.9,3422,1746,51.0
Queens,12,Asian,2023-24,838188,85963,752225,89.7,5141,1702,33.1
Queens,12,Black,2023-24,508657,75454,433203,85.2,3166,1510,47.7
